_id,ltable_ID,rtable_ID,ltable_Name,ltable_Price,ltable_Brand,ltable_Screen Size,ltable_RAM,ltable_Hard Drive Capacity,ltable_Processor Type,ltable_Processor Speed,ltable_Operating System,ltable_Clean Name,rtable_Name,rtable_Price,rtable_Brand,rtable_Screen Size,rtable_RAM,rtable_Hard Drive Capacity,rtable_Processor Type,rtable_Processor Speed,rtable_Operating System,rtable_Clean Name,gold
865127,513,943,"2017 HP Newest Laptop Touchscreen Flagship High Performance 15.6 inch HD, Intel i3-7100U Dual-Core, 8GB, 1TB HDD, DVD, Webcam, HDMI, Windows 10,",529,HP,15.6 Inches,8 Gigabytes,1 Terabytes,Intel Core i3,2.4 Gigahertz,Windows 10,2017 Touchscreen Flagship Intel i3 7100U Dual,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
865678,513,1954,"2017 HP Newest Laptop Touchscreen Flagship High Performance 15.6 inch HD, Intel i3-7100U Dual-Core, 8GB, 1TB HDD, DVD, Webcam, HDMI, Windows 10,",529,HP,15.6 Inches,8 Gigabytes,1 Terabytes,Intel Core i3,2.4 Gigahertz,Windows 10,2017 Touchscreen Flagship Intel i3 7100U Dual,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
865927,513,2409,"2017 HP Newest Laptop Touchscreen Flagship High Performance 15.6 inch HD, Intel i3-7100U Dual-Core, 8GB, 1TB HDD, DVD, Webcam, HDMI, Windows 10,",529,HP,15.6 Inches,8 Gigabytes,1 Terabytes,Intel Core i3,2.4 Gigahertz,Windows 10,2017 Touchscreen Flagship Intel i3 7100U Dual,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,1
876687,520,423,"HP HD LED 14"" Stream Notebook, Intel Celeron N3060, 4GB RAM, 32GB HDD, Win 10",189.99,HP,14,,32,,,Microsoft Windows,Stream Notebook Intel Celeron N3060 Win,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
877095,520,1171,"HP HD LED 14"" Stream Notebook, Intel Celeron N3060, 4GB RAM, 32GB HDD, Win 10",189.99,HP,14,,32,,,Microsoft Windows,Stream Notebook Intel Celeron N3060 Win,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
877767,520,2403,"HP HD LED 14"" Stream Notebook, Intel Celeron N3060, 4GB RAM, 32GB HDD, Win 10",189.99,HP,14,,32,,,Microsoft Windows,Stream Notebook Intel Celeron N3060 Win,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
877951,520,2739,"HP HD LED 14"" Stream Notebook, Intel Celeron N3060, 4GB RAM, 32GB HDD, Win 10",189.99,HP,14,,32,,,Microsoft Windows,Stream Notebook Intel Celeron N3060 Win,"2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14"" HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black",279,HP,14 in,4 GB,,,,,2018 Business Flagship Stream Intel Celeron Dual Drive Black,0
879487,521,2453,"Newest HP Envy 15t High Performance Laptop PC with Full HD Touchscreen ( Intel i7 Processor, 32GB RAM, 1TB HDD + 128 GB SSD, 15.6 Inch FHD (1920 x 1080) Touchscreen, Windows 10)",1306.45,HP,,,,,,,Envy 15t Full Touchscreen Intel i7 128 GB SSD 1920 x 1080 Touchscreen,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
937454,556,947,"Dell Inspiron 15 3000, 15.6-inch HD, Intel Celeron Processor N3060, 4GB 1600MHz DDR, 500GB 5400 RPM HDD",249,Dell,15.6 in,4 GB,500 GB,Intel Celeron,2.48 GHz,Windows 10 Home 64-bit English,Inspiron 3000 Intel Celeron N3060 1600MHz DDR RPM,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
937510,556,1563,"Dell Inspiron 15 3000, 15.6-inch HD, Intel Celeron Processor N3060, 4GB 1600MHz DDR, 500GB 5400 RPM HDD",249,Dell,15.6 in,4 GB,500 GB,Intel Celeron,2.48 GHz,Windows 10 Home 64-bit English,Inspiron 3000 Intel Celeron N3060 1600MHz DDR RPM,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
937552,556,2026,"Dell Inspiron 15 3000, 15.6-inch HD, Intel Celeron Processor N3060, 4GB 1600MHz DDR, 500GB 5400 RPM HDD",249,Dell,15.6 in,4 GB,500 GB,Intel Celeron,2.48 GHz,Windows 10 Home 64-bit English,Inspiron 3000 Intel Celeron N3060 1600MHz DDR RPM,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
937628,556,2862,"Dell Inspiron 15 3000, 15.6-inch HD, Intel Celeron Processor N3060, 4GB 1600MHz DDR, 500GB 5400 RPM HDD",249,Dell,15.6 in,4 GB,500 GB,Intel Celeron,2.48 GHz,Windows 10 Home 64-bit English,Inspiron 3000 Intel Celeron N3060 1600MHz DDR RPM,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
940720,567,2752,"Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Pentium N3700 Processor, 4GB Memory, 500GB Hard Drive, touch screen and Windows 10 Home",359.99,Dell,15.6 in,4 GB,500  GB,Intel Pentium,2.40 GHz,Windows 10,Black Inspiron i3552 Intel Pentium N3700 Drive touch,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,0
955155,619,237,"2018 Flagship Dell Inspiron 15.6"" HD Premium Touchscreen Laptop - Intel Dual-Core i5-7200U 2.5GHz, 8GB DDR4, 2TB HDD, MaxxAudio, DVDRW, Bluetooth, WLAN, HDMI, Webcam, 3-in-1 Card Reader, Windows 10",557.95,Dell,15.60 in,8.00 GB,1.00 TB,Intel Core i5-7200U Dual-Core,2.50 GHz,Windows 10,2018 Flagship Inspiron Premium Touchscreen Intel Dual i5 7200U 5GHz 2TB Reader,"2018 Newest Dell Premium Business Flagship Laptop PC 15.6"" HD LED-backlit Display Intel i3-7100U Processor 8GB DDR4 RAM 1TB HDD HDMI DVD-RW Bluetooth Webcam MaxxAudio Windows 10-Black",460,Dell,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium Business Flagship Intel i3 7100U Black,0
955277,619,1579,"2018 Flagship Dell Inspiron 15.6"" HD Premium Touchscreen Laptop - Intel Dual-Core i5-7200U 2.5GHz, 8GB DDR4, 2TB HDD, MaxxAudio, DVDRW, Bluetooth, WLAN, HDMI, Webcam, 3-in-1 Card Reader, Windows 10",557.95,Dell,15.60 in,8.00 GB,1.00 TB,Intel Core i5-7200U Dual-Core,2.50 GHz,Windows 10,2018 Flagship Inspiron Premium Touchscreen Intel Dual i5 7200U 5GHz 2TB Reader,"2018 Newest Dell Premium Business Flagship Laptop PC 15.6"" HD LED-backlit Display Intel i3-7100U Processor 8GB DDR4 RAM 1TB HDD HDMI DVD-RW Bluetooth Webcam MaxxAudio Windows 10-Black",460,Dell,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium Business Flagship Intel i3 7100U Black,0
955339,619,2260,"2018 Flagship Dell Inspiron 15.6"" HD Premium Touchscreen Laptop - Intel Dual-Core i5-7200U 2.5GHz, 8GB DDR4, 2TB HDD, MaxxAudio, DVDRW, Bluetooth, WLAN, HDMI, Webcam, 3-in-1 Card Reader, Windows 10",557.95,Dell,15.60 in,8.00 GB,1.00 TB,Intel Core i5-7200U Dual-Core,2.50 GHz,Windows 10,2018 Flagship Inspiron Premium Touchscreen Intel Dual i5 7200U 5GHz 2TB Reader,"2018 Newest Dell Premium Business Flagship Laptop PC 15.6"" HD LED-backlit Display Intel i3-7100U Processor 8GB DDR4 RAM 1TB HDD HDMI DVD-RW Bluetooth Webcam MaxxAudio Windows 10-Black",460,Dell,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium Business Flagship Intel i3 7100U Black,0
959428,634,705,"2017 Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",349,Dell,15.6,4.00 GB,500.00 GB,Intel Celeron,1.60 GHz,Windows 10,2017 Black Inspiron i3552 Intel Celeron N3050 Drive,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
959456,634,1013,"2017 Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",349,Dell,15.6,4.00 GB,500.00 GB,Intel Celeron,1.60 GHz,Windows 10,2017 Black Inspiron i3552 Intel Celeron N3050 Drive,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
959502,634,1519,"2017 Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",349,Dell,15.6,4.00 GB,500.00 GB,Intel Celeron,1.60 GHz,Windows 10,2017 Black Inspiron i3552 Intel Celeron N3050 Drive,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
1019559,847,1425,"Dell Inspiron Pro 15.6"" Notebook with Intel i3-7100U, 8GB 1TB HDD, Black",561.52,Dell,15.60 Inches,8 Gigabytes,1 Terabytes,Intel i3-7100U,2.4 Gigahertz,Windows 10 Pro (English),Inspiron Notebook Intel i3 7100U Black,"2018 Newest Dell Premium Business Flagship Laptop PC 15.6"" HD LED-backlit Display Intel i3-7100U Processor 8GB DDR4 RAM 1TB HDD HDMI DVD-RW Bluetooth Webcam MaxxAudio Windows 10-Black",460,Dell,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium Business Flagship Intel i3 7100U Black,1
1019615,847,2040,"Dell Inspiron Pro 15.6"" Notebook with Intel i3-7100U, 8GB 1TB HDD, Black",561.52,Dell,15.60 Inches,8 Gigabytes,1 Terabytes,Intel i3-7100U,2.4 Gigahertz,Windows 10 Pro (English),Inspiron Notebook Intel i3 7100U Black,"2018 Newest Dell Premium Business Flagship Laptop PC 15.6"" HD LED-backlit Display Intel i3-7100U Processor 8GB DDR4 RAM 1TB HDD HDMI DVD-RW Bluetooth Webcam MaxxAudio Windows 10-Black",460,Dell,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium Business Flagship Intel i3 7100U Black,1
1026490,872,111,"Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",349,Dell,15.6 in,4 GB,500 GB,Intel Celeron,up to 2.16 GHz,Windows 10,Black Inspiron i3552 Intel Celeron N3050 Drive,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
1026516,872,397,"Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",349,Dell,15.6 in,4 GB,500 GB,Intel Celeron,up to 2.16 GHz,Windows 10,Black Inspiron i3552 Intel Celeron N3050 Drive,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
1026736,872,2818,"Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",349,Dell,15.6 in,4 GB,500 GB,Intel Celeron,up to 2.16 GHz,Windows 10,Black Inspiron i3552 Intel Celeron N3050 Drive,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
1026754,872,3016,"Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",349,Dell,15.6 in,4 GB,500 GB,Intel Celeron,up to 2.16 GHz,Windows 10,Black Inspiron i3552 Intel Celeron N3050 Drive,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
1064356,1006,969,"Refurbished Dell Inspiron i3552-4042BLK 15.6 Inch Laptop (Intel Celeron, 4 GB RAM, 500 GB HDD, Black)",229,Dell,,4 GB,"500, GB",,,Microsoft Windows,Refurbished Inspiron i3552 4042BLK Intel Celeron GB 500 GB Black,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,0
1064400,1006,1453,"Refurbished Dell Inspiron i3552-4042BLK 15.6 Inch Laptop (Intel Celeron, 4 GB RAM, 500 GB HDD, Black)",229,Dell,,4 GB,"500, GB",,,Microsoft Windows,Refurbished Inspiron i3552 4042BLK Intel Celeron GB 500 GB Black,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,0
1064434,1006,1828,"Refurbished Dell Inspiron i3552-4042BLK 15.6 Inch Laptop (Intel Celeron, 4 GB RAM, 500 GB HDD, Black)",229,Dell,,4 GB,"500, GB",,,Microsoft Windows,Refurbished Inspiron i3552 4042BLK Intel Celeron GB 500 GB Black,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,0
1064548,1006,3082,"Refurbished Dell Inspiron i3552-4042BLK 15.6 Inch Laptop (Intel Celeron, 4 GB RAM, 500 GB HDD, Black)",229,Dell,,4 GB,"500, GB",,,Microsoft Windows,Refurbished Inspiron i3552 4042BLK Intel Celeron GB 500 GB Black,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,0
1096182,1117,272,"Lenovo ideapad 320 15.6 Laptop, Windows 10, Intel Celeron N3350 Dual-Core Processor, 4GB RAM, 1TB Hard Drive – Platinum Grey",269,Lenovo,15.6 in,4 GB,1 GB,Intel Celeron,1.1 Hz,Windows 10,ideapad 320 Intel Celeron N3350 Dual Drive – Platinum Grey,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
1096358,1117,1240,"Lenovo ideapad 320 15.6 Laptop, Windows 10, Intel Celeron N3350 Dual-Core Processor, 4GB RAM, 1TB Hard Drive – Platinum Grey",269,Lenovo,15.6 in,4 GB,1 GB,Intel Celeron,1.1 Hz,Windows 10,ideapad 320 Intel Celeron N3350 Dual Drive – Platinum Grey,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
1096638,1117,2779,"Lenovo ideapad 320 15.6 Laptop, Windows 10, Intel Celeron N3350 Dual-Core Processor, 4GB RAM, 1TB Hard Drive – Platinum Grey",269,Lenovo,15.6 in,4 GB,1 GB,Intel Celeron,1.1 Hz,Windows 10,ideapad 320 Intel Celeron N3350 Dual Drive – Platinum Grey,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
1097890,1120,360,"Lenovo ideapad 320 15.6"" Laptop, Windows 10, Intel Celeron N3350 Dual-Core Processor, 4GB RAM, 1TB Hard Drive",229,Lenovo,"15.6""",4 GB,1 GB,Intel Celeron,1.1 Hz,Windows 10,ideapad 320 Intel Celeron N3350 Dual Drive,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
1098210,1120,2119,"Lenovo ideapad 320 15.6"" Laptop, Windows 10, Intel Celeron N3350 Dual-Core Processor, 4GB RAM, 1TB Hard Drive",229,Lenovo,"15.6""",4 GB,1 GB,Intel Celeron,1.1 Hz,Windows 10,ideapad 320 Intel Celeron N3350 Dual Drive,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
1098306,1120,2647,"Lenovo ideapad 320 15.6"" Laptop, Windows 10, Intel Celeron N3350 Dual-Core Processor, 4GB RAM, 1TB Hard Drive",229,Lenovo,"15.6""",4 GB,1 GB,Intel Celeron,1.1 Hz,Windows 10,ideapad 320 Intel Celeron N3350 Dual Drive,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
1199782,1302,2405,Lenovo IdeaPad 320-15IKB Core i3 4GB 1TB Laptop,464,Lenovo,15.60 in,4.00 GB,1.00 TB,Intel Core i3,2.40 GHz,Windows 10,IdeaPad 320 15IKB i3,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
1280057,1447,328,"Lenovo Ideapad 320 15.6"" HD Touchscreen Notebook, Intel Core i5-8250U Upto 3.4GHz, 8GB DDR4, 1TB SSD, HDMI, Card Reader, DVD-RW, USB, Wifi, Bluetooth, Intel UHD Graphics 620, Windows 10 Pro 64Bit",899.99,Lenovo,"15.6\""",8 GB,1 TB,,,Microsoft Windows,Ideapad 320 Touchscreen Notebook Intel i5 8250U Upto 4GHz SSD Reader Intel UHD 620 64Bit,"2018 Lenovo Business Flagship Laptop PC 15.6"" Anti-Glare Touchscreen Intel 8th Gen i5-8250U Quad-Core Processor 12GB DDR4 RAM 1TB HDD DVD-RW Webcam HDMI Dolby Audio Windows 10",599,Lenovo,15.6 in,8 GB,1 TB,Intel,1.6 GHz,windows 10,2018 Business Flagship Touchscreen Intel 8th i5 8250U Quad 12GB,1
1280141,1447,790,"Lenovo Ideapad 320 15.6"" HD Touchscreen Notebook, Intel Core i5-8250U Upto 3.4GHz, 8GB DDR4, 1TB SSD, HDMI, Card Reader, DVD-RW, USB, Wifi, Bluetooth, Intel UHD Graphics 620, Windows 10 Pro 64Bit",899.99,Lenovo,"15.6\""",8 GB,1 TB,,,Microsoft Windows,Ideapad 320 Touchscreen Notebook Intel i5 8250U Upto 4GHz SSD Reader Intel UHD 620 64Bit,"2018 Lenovo Business Flagship Laptop PC 15.6"" Anti-Glare Touchscreen Intel 8th Gen i5-8250U Quad-Core Processor 12GB DDR4 RAM 1TB HDD DVD-RW Webcam HDMI Dolby Audio Windows 10",599,Lenovo,15.6 in,8 GB,1 TB,Intel,1.6 GHz,windows 10,2018 Business Flagship Touchscreen Intel 8th i5 8250U Quad 12GB,1
1280165,1447,922,"Lenovo Ideapad 320 15.6"" HD Touchscreen Notebook, Intel Core i5-8250U Upto 3.4GHz, 8GB DDR4, 1TB SSD, HDMI, Card Reader, DVD-RW, USB, Wifi, Bluetooth, Intel UHD Graphics 620, Windows 10 Pro 64Bit",899.99,Lenovo,"15.6\""",8 GB,1 TB,,,Microsoft Windows,Ideapad 320 Touchscreen Notebook Intel i5 8250U Upto 4GHz SSD Reader Intel UHD 620 64Bit,"2018 Lenovo Business Flagship Laptop PC 15.6"" Anti-Glare Touchscreen Intel 8th Gen i5-8250U Quad-Core Processor 12GB DDR4 RAM 1TB HDD DVD-RW Webcam HDMI Dolby Audio Windows 10",599,Lenovo,15.6 in,8 GB,1 TB,Intel,1.6 GHz,windows 10,2018 Business Flagship Touchscreen Intel 8th i5 8250U Quad 12GB,1
1280209,1447,1164,"Lenovo Ideapad 320 15.6"" HD Touchscreen Notebook, Intel Core i5-8250U Upto 3.4GHz, 8GB DDR4, 1TB SSD, HDMI, Card Reader, DVD-RW, USB, Wifi, Bluetooth, Intel UHD Graphics 620, Windows 10 Pro 64Bit",899.99,Lenovo,"15.6\""",8 GB,1 TB,,,Microsoft Windows,Ideapad 320 Touchscreen Notebook Intel i5 8250U Upto 4GHz SSD Reader Intel UHD 620 64Bit,"2018 Lenovo Business Flagship Laptop PC 15.6"" Anti-Glare Touchscreen Intel 8th Gen i5-8250U Quad-Core Processor 12GB DDR4 RAM 1TB HDD DVD-RW Webcam HDMI Dolby Audio Windows 10",599,Lenovo,15.6 in,8 GB,1 TB,Intel,1.6 GHz,windows 10,2018 Business Flagship Touchscreen Intel 8th i5 8250U Quad 12GB,1
